email,lat,long,size,name,type
mailto:sandwick@shetland.gov.uk,59.99978,-1.24646,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sandwick@shetland.gov.uk,59.99978,-1.24646,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sandwick@shetland.gov.uk,59.99978,-1.24646,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sandwick@shetland.gov.uk,60.05249,-1.21049,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sandwick@shetland.gov.uk,60.05249,-1.21049,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sandwick@shetland.gov.uk,60.05249,-1.21049,256,Sandwick Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sbean@scotborders.gov.uk,55.71207,-3.20637,51,Eddleston,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway School,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway School,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:scalloway@shetland.gov.uk,60.13986,-1.27336,104,Scalloway School,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:schoolfordeaf@aberdeencity.gov.uk,57.15994,-2.10195,6,Aberdeen School for the Deaf,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:schoolfordeaf@aberdeencity.gov.uk,57.15994,-2.10195,6,Aberdeen School for the Deaf,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:schooloffice@carleith.w-dunbarton.sch.uk,55.92372,-4.42571,78,Carleith,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:schooloffice@clydebank.w-dunbarton.sch.uk,55.91188,-4.41298,1286,Clydebank High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:schooloffice@clydemuir.w-dunbarton.sch.uk,55.91324,-4.43648,278,Clydemuir,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:schooloffice@dumbarton.w-dunbarton.sch.uk,55.94696,-4.5592,607,Dumbarton Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:schooloffice@dumbarton.w-dunbarton.sch.uk,55.94696,-4.5592,607,Dumbarton Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:schooloffice@gartocharn.w-dunbarton.sch.uk,56.0415,-4.53176,75,Gartocharn,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:schooloffice@gartocharn.w-dunbarton.sch.uk,56.0415,-4.53176,75,Gartocharn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:schooloffice@gavinburn.w-dunbarton.sch.uk,55.92725,-4.4647,289,Gavinburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:schooloffice@gavinburn.w-dunbarton.sch.uk,55.92725,-4.4647,289,Gavinburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:schooloffice@kilpatrick.w-dunbarton.sch.uk,55.9223,-4.42949,147,Kilpatrick,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:schooloffice@kilpatrick.w-dunbarton.sch.uk,55.9223,-4.42949,147,Kilpatrick,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:schooloffice@leven.w-dunbarton.sch.uk,55.97889,-4.5847,991,Vale of Leven Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:schooloffice@st-stephens.w-dunbarton.sch.uk,55.9116,-4.41956,224,St Stephen's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:schooloffice@stpeter-apostle.w-dunbarton.sch.uk,55.91291,-4.39653,1488,St Peter the Apostle High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:scoraig.primary@highland.gov.uk,57.90999,-5.3547,6,Scoraig,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:scoraig.primary@highland.gov.uk,57.90999,-5.3547,6,Scoraig,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:scoraig.primary@highland.gov.uk,57.90999,-5.3547,6,Scoraig,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:scotstown@aberdeencity.gov.uk,57.18148,-2.10008,206,Scotstown,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:scotstown@aberdeencity.gov.uk,57.18148,-2.10008,206,Scotstown,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:scourie.primary@highland.gov.uk,58.34745,-5.16478,24,Scourie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sdavidson@scotborders.gov.uk,55.60996,-2.78419,190,Langlee,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sdavidson@scotborders.gov.uk,55.60996,-2.78419,190,Langlee,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:seafield.ps@wled.org.uk,55.87864,-3.58856,115,Seafield,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:seafield.ps@wled.org.uk,55.87864,-3.58856,115,Seafield,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:seatonprimary@aberdeencity.gov.uk,57.16393,-2.09677,166,Seaton,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:seatonprimary@aberdeencity.gov.uk,57.16393,-2.09677,166,Seaton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:seatonprimary@aberdeencity.gov.uk,57.17,-2.09421,166,Seaton,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:seatonprimary@aberdeencity.gov.uk,57.17,-2.09421,166,Seaton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:seaview@seaview.angus.sch.uk,56.48272,-2.82285,334,Seaview,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:seaview@seaview.angus.sch.uk,56.48272,-2.82285,334,Seaview,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:selkirkhs@scotborders.gov.uk,55.54907,-2.83392,468,Selkirk High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:selkirkhs@scotborders.gov.uk,55.54907,-2.83392,468,Selkirk High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Bayble,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Bayble,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Bayble,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Sgoil an Rubha,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Sgoil an Rubha,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sgoilanrubha@gnes.net,58.21448,-6.23214,151,Sgoil an Rubha,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sgoilantaobhsiar.gnes.net,58.34776,-6.51693,52,Sgoil an Taobh Siar,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sgoilantaobhsiar.gnes.net,58.34776,-6.51693,52,Sgoil an Taobh Siar,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sgoillionacleit@gnes.net,57.42555,-7.35855,292,Sgoil Lionacleit,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sgoilnanloch@gnes.net,58.14201,-6.45538,81,Sgoil nan Loch,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sgoilnanloch@gnes.net,58.14201,-6.45538,81,Sgoil nan Loch,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sgoilnanloch@gnes.net,58.14201,-6.45538,81,Sgoil nan Loch,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sharon.yorston@east-ayrshire.gov.uk,55.36221,-4.50107,157,Patna,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sharon.yorston@east-ayrshire.gov.uk,55.36221,-4.50107,157,Patna,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sharon.yorston@east-ayrshire.gov.uk,55.36221,-4.50107,5,Patna Supported Learning Unit,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:shauna.wilson@east-ayrshire.gov.uk,55.68204,-4.5051,364,Nether Robertland,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shauna.wilson@east-ayrshire.gov.uk,55.68204,-4.5051,364,Nether Robertland,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shawbostschool@gnes.net,58.32712,-6.68211,91,Shawbost,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shawbostschool@gnes.net,58.32712,-6.68211,91,Shawbost,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shawbostschool@gnes.net,58.32712,-6.68211,91,Shawbost,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:shelibostschool@gnes.net,57.8675,-6.94085,6,Shelibost,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shieldaig.primary.highland.gov.uk,57.52313,-5.6504,17,Shieldaig,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shieldaig.primary.highland.gov.uk,57.52313,-5.6504,17,Shieldaig,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shieldhillprimaryschool@falkirk.gov.uk,55.97074,-3.77143,211,Shieldhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shieldhillprimaryschool@falkirk.gov.uk,55.97074,-3.77143,211,Shieldhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shiskine@ea.n-ayrshire.sch.uk,55.51379,-5.32811,30,Shiskine,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shiskine@ea.n-ayrshire.sch.uk,55.51379,-5.32811,30,Shiskine,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shiskine@ea.n-ayrshire.sch.uk,55.51477,-5.31203,30,Shiskine,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:shiskine@ea.n-ayrshire.sch.uk,55.51477,-5.31203,30,Shiskine,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:shona.murphy@east-ayrshire.gov.uk,55.5109,-4.29132,51,Sorn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sidlawview.primary@dundeecity.gov.uk,56.49333,-2.98345,156,Sidlaw View,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sidlawview.primary@dundeecity.gov.uk,56.49333,-2.98345,156,Sidlaw View,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:simpson.ps@wled.org.uk,55.89066,-3.62362,336,Simpson Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:simpson.ps@wled.org.uk,55.89066,-3.62362,336,Simpson Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sinclairtownps.enquiries@fife.gov.uk,56.12707,-3.13241,277,Sinclairtown,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sirescottschool@gnes.net,57.9017,-6.81383,178,Sir E Scott,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sirescottschool@gnes.net,57.9017,-6.81383,178,Sir E Scott,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:skeld@shetland.gov.uk,60.17948,-1.46612,23,Skeld,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:skeld@shetland.gov.uk,60.17948,-1.46612,23,Skeld,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skelmorlie@ea.n-ayrshire.sch.uk,55.87076,-4.88208,108,Skelmorlie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:skelmorlie@ea.n-ayrshire.sch.uk,55.87076,-4.88208,108,Skelmorlie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skene.sch@aberdeenshire.gov.uk,57.16287,-2.3514,23,Skene,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skenesquare@aberdeencity.gov.uk,57.15215,-2.11086,329,Skene Square,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:skenesquare@aberdeencity.gov.uk,57.15215,-2.11086,329,Skene Square,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skerries@shetland.gov.uk,60.42297,-0.76349,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:skerries@shetland.gov.uk,60.42297,-0.76349,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skerries@shetland.gov.uk,60.42297,-0.76349,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:skerries@shetland.gov.uk,60.42371,-0.75158,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:skerries@shetland.gov.uk,60.42371,-0.75158,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:skerries@shetland.gov.uk,60.42371,-0.75158,4,Skerries,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:slains.sch@aberdeenshire.gov.uk,57.36587,-1.94195,37,Slains,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:slamannanprimaryschool@falkirk.gov.uk,55.9366,-3.83563,129,Slamannan,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:smithton.primary@highland.gov.uk,57.4806,-4.14901,262,Smithton,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:smithton.primary@highland.gov.uk,57.4806,-4.14901,262,Smithton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice113@ea.dumgal.sch.uk,54.9575,-4.48501,20,"St Ninian's, Newton Stewart",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice132@ea.dumgal.sch.uk,54.90711,-5.03786,166,Sheuchan,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice132@ea.dumgal.sch.uk,54.90711,-5.03786,166,Sheuchan,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice141@ea.dumgal.sch.uk,55.00899,-3.87002,70,Springholm,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice217@ea.dumgal.sch.uk,54.90551,-5.00486,1051,Stranraer Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:soffice241@ea.dumgal.sch.uk,55.08255,-3.34452,37,St Mungo,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice293@ea.dumgal.sch.uk,55.06426,-3.60309,182,St Michael's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice338@ea.dumgal.sch.uk,55.06321,-3.60044,763,St Joseph's College,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:soffice400@ea.dumgal.sch.uk,54.98969,-3.24642,48,St Columba's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice409@ea.dumgal.sch.uk,55.00686,-3.05797,14,Springfield,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice426@ea.dumgal.sch.uk,55.08516,-3.64567,165,"St Ninian's, Dumfries",http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice426@ea.dumgal.sch.uk,55.08516,-3.64567,165,"St Ninian's, Dumfries",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice593@ea.dumgal.sch.uk,54.8097,-4.9627,71,Sandhead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice593@ea.dumgal.sch.uk,54.8097,-4.9627,71,Sandhead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice627@ea.dumgal.sch.uk,55.06269,-3.59733,171,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice627@ea.dumgal.sch.uk,55.06269,-3.59733,171,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice692@ea.dumgal.sch.uk,54.79167,-4.43412,5,Sorbie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice714@ea.dumgal.sch.uk,54.89902,-5.02458,55,St Joseph's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice830@ea.dumgal.sch.uk,55.06497,-3.76998,14,Shawhead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice859@ea.dumgal.sch.uk,55.07847,-3.62859,43,St Teresa's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice859@ea.dumgal.sch.uk,55.07847,-3.62859,43,St Teresa's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice865@ea.dumgal.sch.uk,54.93318,-3.82548,19,St Peter's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice943@ea.dumgal.sch.uk,55.36595,-3.92465,182,Sanquhar,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice943@ea.dumgal.sch.uk,55.36595,-3.92465,182,Sanquhar,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice953@ea.dumgal.sch.uk,54.8097,-4.9627,71,Sandhead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:soffice953@ea.dumgal.sch.uk,54.8097,-4.9627,71,Sandhead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:soffice975@ea.dumgal.sch.uk,55.37222,-3.92998,281,Sanquhar Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:sound@shetland.gov.uk,60.14369,-1.18007,307,Sound,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sound@shetland.gov.uk,60.14369,-1.18007,307,Sound,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sound@shetland.gov.uk,60.14426,-1.17095,307,Sound,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sound@shetland.gov.uk,60.14426,-1.17095,307,Sound,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:southcraig.mail@south-ayrshire.gov.uk,55.44738,-4.62263,72,Southcraig,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southcraig.mail@south-ayrshire.gov.uk,55.44738,-4.62263,72,Southcraig,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:southesk@southesk.angus.sch.uk,56.70754,-2.46948,177,Southesk,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southesk@southesk.angus.sch.uk,56.70754,-2.46948,177,Southesk,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:southlodge.primary@highland.gov.uk,57.69624,-4.17705,125,South Lodge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southlodge.primary@highland.gov.uk,57.69624,-4.17705,125,South Lodge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:southmuir@southmuir.angus.sch.uk,56.66974,-3.00686,197,Southmuir,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southmuir@southmuir.angus.sch.uk,56.66974,-3.00686,197,Southmuir,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:southpark.sch@aberdeenshire.gov.uk,57.68426,-2.01629,368,Fraserburgh South Park,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southpark.sch@aberdeenshire.gov.uk,57.68426,-2.01629,368,Fraserburgh South Park,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:southwick.primary@highland.gov.uk,58.43271,-3.08134,71,"South, Wick",http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:southwick.primary@highland.gov.uk,58.43271,-3.08134,71,"South, Wick",http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:speanbridge.primary@highland.gov.uk,56.89499,-4.91323,85,Spean Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:speanbridge.primary@highland.gov.uk,56.89499,-4.91323,85,Spean Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:springfield.ps@wled.org.uk,55.9803,-3.58219,301,Springfield,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:springside@ea.n-ayrshire.sch.uk,55.61566,-4.59147,73,Springside,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:springside@ea.n-ayrshire.sch.uk,55.61566,-4.59147,73,Springside,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:sproustonps@scotborders.gov.uk,55.61168,-2.38789,20,Sprouston,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:sproustonps@scotborders.gov.uk,55.61168,-2.38789,20,Sprouston,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ss-lukes-matthews@dundeecity.gov.uk,56.49069,-2.93094,258,St Luke's & St Matthew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ss-peterpaul@dundeecity.gov.uk,56.47342,-2.98121,331,St Peter & Paul,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-andrewshs.enquiries@fife.gov.uk,56.13239,-3.14832,769,St Andrew's High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:st-clements@dundeecity.gov.uk,56.47526,-3.0342,173,St Clement's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-fergus.primary@dundeecity.gov.uk,56.48802,-3.01402,156,St Fergus',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-johns@dundeecity.gov.uk,56.47525,-2.9962,903,St John's High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:st-josephs.primary@dundeecity.gov.uk,56.46171,-2.99734,276,St Joseph's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-margarets@st-margarets.angus.sch.uk,56.71652,-2.46903,30,St Margaret's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:st-margarets@st-margarets.angus.sch.uk,56.71652,-2.46903,30,St Margaret's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-marys.primary@dundeecity.gov.uk,56.47102,-3.00859,240,St Mary's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:st-marys.primary@dundeecity.gov.uk,56.47102,-3.00859,240,St Mary's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-ninians@dundeecity.gov.uk,56.4675,-3.03467,144,St Ninian's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:st-ninians@dundeecity.gov.uk,56.4675,-3.03467,144,St Ninian's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-pauls@dundeecity.gov.uk,56.48725,-2.97595,892,St Paul's RC Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:st-pius@dundeecity.gov.uk,56.47639,-2.91225,132,St Pius',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-thomas@st-thomas.angus.sch.uk,56.5641,-2.57301,118,St Thomas',http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:st-thomas@st-thomas.angus.sch.uk,56.5641,-2.57301,118,St Thomas',http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:st-vincents.primary@dundeecity.gov.uk,56.48214,-2.93786,186,St Vincent's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:st-vincents.primary@dundeecity.gov.uk,56.48214,-2.93786,186,St Vincent's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:staffin.primary@highland.gov.uk,57.62373,-6.20118,23,Staffin,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:staffin.primary@highland.gov.uk,57.62373,-6.20118,23,Staffin,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:staffin.primary@highland.gov.uk,57.62954,-6.22098,23,Staffin,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:staffin.primary@highland.gov.uk,57.62954,-6.22098,23,Staffin,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:stagathasrcps.enquiries@fife.gov.uk,56.20164,-3.00946,224,St Agatha's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:stagathasrcps.enquiries@fife.gov.uk,56.20164,-3.00946,224,St Agatha's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:standrews.ps@midlothian.gov.uk,55.84318,-3.0453,135,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:standrews.ps@midlothian.gov.uk,55.84318,-3.0453,135,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:standrews.sch@aberdeenshire.gov.uk,57.69075,-2.01034,365,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:standrews.sch@aberdeenshire.gov.uk,57.69075,-2.01034,365,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:standrewsacademyenquiries@renfrewshire.gov.uk,55.83067,-4.39228,1303,St Andrew's Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:standrewsinv.sch@aberdeenshire.gov.uk,57.2795,-2.37465,86,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:standrewsinv.sch@aberdeenshire.gov.uk,57.2795,-2.37465,86,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:standrewsprimaryschool@falkirk.gov.uk,56.00028,-3.77092,397,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:standrewsprimaryschool@falkirk.gov.uk,56.00028,-3.77092,397,St Andrew's,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:stanecastle@ea.n-ayrshire.sch.uk,55.62729,-4.63837,59,Stanecastle,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:stanecastle@ea.n-ayrshire.sch.uk,55.62729,-4.63837,59,Stanecastle,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:stanley@ea.n-ayrshire.sch.uk,55.65296,-4.80693,398,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:stanley@ea.n-ayrshire.sch.uk,55.65296,-4.80693,398,Stanley,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
